N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL
1185,신한 인버스 금 선물 ETN(H),"6,915",5,-0.07%,0,138,"2,000",0.00,924,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500006
1186,신한 콩 선물 ETN(H),"6,830",75,-1.09%,0,137,"2,000",0.00,"1,182",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500023
1187,녹십자홀딩스2우,"16,000",100,-0.62%,500,135,846,1.19,"1,134",266.67,N/A,https://finance.naver.com/item/main.nhn?code=005257
1188,FOCUS ESG리더스,"6,710",5,-0.07%,0,134,"2,000",0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=285690
1189,TRUE 인버스 2X 나스닥 100 ETN,"6,690",190,+2.92%,0,134,"2,000",0.00,"58,454",N/A,N/A,https://finance.naver.com/item/main.nhn?code=570044
1190,ARIRANG 미국나스닥기술주,"14,685",105,-0.71%,0,132,900,0.00,"3,271",N/A,N/A,https://finance.naver.com/item/main.nhn?code=287180
1191,KODEX 최소변동성,"8,790",30,-0.34%,0,132,"1,500",0.00,"3,944",N/A,N/A,https://finance.naver.com/item/main.nhn?code=279540
1192,KBSTAR 채권혼합,"54,855",155,-0.28%,0,132,240,0.00,6,N/A,N/A,https://finance.naver.com/item/main.nhn?code=183700
1193,신한 인버스 2X 구리 선물 ETN,"13,150",230,+1.78%,0,132,"1,000",0.00,36,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500041
1194,신한 인버스 2X 천연가스 선물 ETN,"13,130","1,045",+8.65%,0,131,"1,000",0.00,"15,491",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500054
1195,QV 건설 TOP5 ETN,"6,540",145,-2.17%,0,131,"2,000",0.00,73,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550016
1196,KODEX 코스피100,"19,950",180,-0.89%,0,130,650,0.00,909,N/A,N/A,https://finance.naver.com/item/main.nhn?code=237350
1197,삼성 미디어 테마주 ETN,"6,480",0,0.00%,0,130,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530008
1198,미래에셋 인버스 S&P500 ETN(H),"6,470",0,0.00%,0,129,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=590011
1199,삼성 인버스 2X 구리 선물 ETN(H),"12,910",85,+0.66%,0,129,"1,000",0.00,52,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530064
1200,TIGER 우선주,"8,640",70,-0.80%,0,128,"1,480",0.00,410,N/A,N/A,https://finance.naver.com/item/main.nhn?code=261140
1201,KINDEX 미국WideMoat가치주,"11,560",30,-0.26%,0,127,"1,100",0.00,"2,808",N/A,N/A,https://finance.naver.com/item/main.nhn?code=309230
1202,TIGER 배당성장,"12,465",80,-0.64%,0,127,"1,020",0.00,62,N/A,N/A,https://finance.naver.com/item/main.nhn?code=211560
1203,신한 인버스 다우존스지수 선물 ETN(H),"6,320",80,+1.28%,0,126,"2,000",0.00,"2,301",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500010
1204,삼성 증권 테마주 ETN,"6,305",0,0.00%,0,126,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530009
1205,QV 인버스 레버리지 S&P500 ETN,"6,260",155,+2.54%,0,125,"2,000",0.00,"1,569",N/A,N/A,https://finance.naver.com/item/main.nhn?code=550045
1206,KOSEF 국고채10년레버리지,"138,480",15,-0.01%,0,125,90,0.00,114,N/A,N/A,https://finance.naver.com/item/main.nhn?code=167860
1207,QV 운송 TOP5 ETN,"6,180",90,+1.48%,0,124,"2,000",0.00,100,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550010
1208,TIGER 일본TOPIX헬스케어(합성),"12,320",180,+1.48%,0,123,"1,000",0.00,138,N/A,N/A,https://finance.naver.com/item/main.nhn?code=248260
1209,QV 레버리지 10년 국채선물 ETN,"24,530",0,0.00%,0,123,500,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550046
1210,삼성 인버스 China A50 선물 ETN(H),"12,245",115,+0.95%,0,122,"1,000",0.00,"2,212",N/A,N/A,https://finance.naver.com/item/main.nhn?code=530002
1211,TIGER 200 에너지화학,"9,945",65,-0.65%,0,121,"1,220",0.08,"2,057",N/A,N/A,https://finance.naver.com/item/main.nhn?code=139250
1212,현대건설우,"122,000","1,000",+0.83%,"5,000",121,99,7.66,"1,539",33.37,N/A,https://finance.naver.com/item/main.nhn?code=000725
1213,KOSEF 인도Nifty50(합성),"10,450",0,0.00%,0,120,"1,150",0.00,"7,520",N/A,N/A,https://finance.naver.com/item/main.nhn?code=200250
1214,TRUE 인버스 2X S&P500 선물 ETN(H),"6,005",125,+2.13%,0,120,"2,000",0.00,"110,515",N/A,N/A,https://finance.naver.com/item/main.nhn?code=570023
1215,QV 미국 IT TOP5 ETN(H),"17,150",45,-0.26%,0,120,700,0.00,"1,112",N/A,N/A,https://finance.naver.com/item/main.nhn?code=550041
1216,삼성 음식료 테마주 ETN,"6,000",205,+3.54%,0,120,"2,000",0.00,"9,064",N/A,N/A,https://finance.naver.com/item/main.nhn?code=530006
1217,KBSTAR 모멘텀로우볼,"9,980",115,-1.14%,0,120,"1,200",0.00,6,N/A,N/A,https://finance.naver.com/item/main.nhn?code=252730
1218,SMART 선진국MSCI World(합성 H),"11,930",60,-0.50%,0,119,"1,000",0.00,160,N/A,N/A,https://finance.naver.com/item/main.nhn?code=208470
1219,NPC우,"2,250",80,+3.69%,500,119,"5,280",5.77,"67,761",6.56,N/A,https://finance.naver.com/item/main.nhn?code=004255
1220,KODEX 200미국채혼합,"11,415",20,-0.17%,0,119,"1,040",0.00,"5,019",N/A,N/A,https://finance.naver.com/item/main.nhn?code=284430
1221,TIGER 미국S&P500선물인버스(H),"6,395",85,+1.35%,0,118,"1,850",0.00,"20,299",N/A,N/A,https://finance.naver.com/item/main.nhn?code=225030
1222,TIGER 코스닥150IT,"11,320",90,-0.79%,0,118,"1,040",0.00,602,N/A,N/A,https://finance.naver.com/item/main.nhn?code=261060
1223,TRUE 레버리지 엔선물 ETN B,"11,720",25,+0.21%,0,117,"1,000",0.00,10,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570035
1224,일정실업,"9,500",70,+0.74%,"5,000",114,"1,200",3.26,272,-0.84,-37.57,https://finance.naver.com/item/main.nhn?code=008500
1225,TIGER 경기방어채권혼합,"9,465",5,-0.05%,0,114,"1,200",0.00,"1,727",N/A,N/A,https://finance.naver.com/item/main.nhn?code=237440
1226,한화우,"23,600","2,500",+11.85%,"5,000",113,479,3.56,"97,323",25.68,N/A,https://finance.naver.com/item/main.nhn?code=000885
1227,신한 달러인덱스 선물 ETN(H),"11,250",0,0.00%,0,112,"1,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500011
1228,TRUE 인버스 HSCEI ETN(H) B,"11,175",100,+0.90%,0,112,"1,000",0.00,33,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570028
1229,TRUE 코스피 커버드풋 ETN B,"11,065",80,+0.73%,0,111,"1,000",0.00,40,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570021
1230,KOSEF 200 선물,"11,265",115,-1.01%,0,110,980,0.96,31,N/A,N/A,https://finance.naver.com/item/main.nhn?code=152280
1231,하나니켈1호,482,103,+27.18%,0,110,"22,756",0.07,"60,071,528",N/A,N/A,https://finance.naver.com/item/main.nhn?code=099340
1232,TRUE 엔선물 ETN B,"10,925",0,0.00%,0,109,"1,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570034
1233,신한 천연가스 선물 ETN(H),"3,620",155,-4.11%,0,109,"3,000",0.00,"55,810",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500021
1234,삼성 인버스 2X 금 선물 ETN(H),"10,820",100,-0.92%,0,108,"1,000",0.00,"29,205",N/A,N/A,https://finance.naver.com/item/main.nhn?code=530056
1235,ARIRANG 우량회사채50 1년,"107,535",50,+0.05%,0,108,100,0.00,68,N/A,N/A,https://finance.naver.com/item/main.nhn?code=239660
1236,TIGER 200커버드콜ATM,"8,900",0,0.00%,0,107,"1,200",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=289480
1237,KBSTAR 고배당,"8,135",60,-0.73%,0,106,"1,300",0.00,850,N/A,N/A,https://finance.naver.com/item/main.nhn?code=266160
1238,신한 옥수수 선물 ETN(H),"5,280",15,-0.28%,0,106,"2,000",0.00,"135,896",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500013
1239,TIGER 화장품,"2,980",25,-0.83%,0,105,"3,540",0.18,"54,894",N/A,N/A,https://finance.naver.com/item/main.nhn?code=228790
1240,TIGER 200 중공업,"1,935",25,-1.28%,0,105,"5,440",0.01,"2,927",N/A,N/A,https://finance.naver.com/item/main.nhn?code=139230
1241,TIGER 미국나스닥바이오,"17,540",160,-0.90%,0,105,600,0.00,"4,164",N/A,N/A,https://finance.naver.com/item/main.nhn?code=203780
1242,ARIRANG 고배당주채권혼합,"9,500",30,-0.31%,0,104,"1,100",0.00,425,N/A,N/A,https://finance.naver.com/item/main.nhn?code=251600
1243,파워 코스피100,"19,860",285,-1.41%,0,103,520,0.00,30,N/A,N/A,https://finance.naver.com/item/main.nhn?code=140950
1244,삼양홀딩스우,"33,950",550,-1.59%,"5,000",103,304,1.81,6,9.75,N/A,https://finance.naver.com/item/main.nhn?code=000075
1245,코오롱우,"9,560",100,-1.04%,"5,000",103,"1,076",7.19,"12,921",-7.68,N/A,https://finance.naver.com/item/main.nhn?code=002025
1246,미래에셋 인버스 전기전자 Core5 ETN,"5,130",5,+0.10%,0,103,"2,000",0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=520005
1247,TIGER 인도니프티50레버리지(합성),"8,550",0,0.00%,0,103,"1,200",0.00,"34,044",N/A,N/A,https://finance.naver.com/item/main.nhn?code=236350
1248,TIGER 200커뮤니케이션서비스,"18,260",100,+0.55%,0,102,560,0.00,357,N/A,N/A,https://finance.naver.com/item/main.nhn?code=315270
1249,TRUE 유로선물 ETN B,"10,225",0,0.00%,0,102,"1,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570037
1250,한화솔루션우,"9,090",80,+0.89%,"5,000",102,"1,124",6.78,"7,661",-6.24,N/A,https://finance.naver.com/item/main.nhn?code=009835
1251,삼성 레저 테마주 ETN,"5,045",5,+0.10%,0,101,"2,000",0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530007
1252,신한 코스피 콘도르 6/10% 콜 2204-01 ETN,"10,040",20,+0.20%,0,100,"1,000",0.00,116,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500044
1253,신한 FnGuide 5G 테마주 ETN,"10,000",245,-2.39%,0,100,"1,000",0.00,"10,847",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500052
1254,KODEX 헬스케어,"14,275",25,-0.17%,0,100,700,0.42,"13,513",N/A,N/A,https://finance.naver.com/item/main.nhn?code=266420
1255,KODEX TRF5050,"9,990",35,-0.35%,0,100,"1,000",0.00,23,N/A,N/A,https://finance.naver.com/item/main.nhn?code=329660
1256,KINDEX 싱가포르리츠,"9,975",55,-0.55%,0,100,"1,000",0.00,745,N/A,N/A,https://finance.naver.com/item/main.nhn?code=316300
1257,KINDEX 미국4차산업인터넷(합성 H),"12,450",140,-1.11%,0,100,800,0.00,"1,172",N/A,N/A,https://finance.naver.com/item/main.nhn?code=280320
1258,KODEX TRF7030,"9,940",15,-0.15%,0,99,"1,000",0.00,162,N/A,N/A,https://finance.naver.com/item/main.nhn?code=329670
1259,ARIRANG KS로우사이즈가중TR,"9,835",10,-0.10%,0,98,"1,000",0.00,28,N/A,N/A,https://finance.naver.com/item/main.nhn?code=333950
1260,TRUE 인버스 유로스탁스50 ETN(H) B,"9,820",210,+2.19%,0,98,"1,000",0.00,139,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570025
1261,신한 코스피 월별 양매도 5% 콜 2206-1 ETN,"9,745",35,+0.36%,0,97,"1,000",0.00,124,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500049
1262,TRUE 인버스 유로선물 ETN B,"9,720",0,0.00%,0,97,"1,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570038
1263,QV 인버스 레버리지 MSCI 선진국 ETN,"13,860",65,+0.47%,0,97,700,0.00,107,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550055
1264,KINDEX 모닝스타싱가포르리츠채권혼합,"9,680",0,0.00%,0,97,"1,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=342140
1265,KODEX 모멘텀Plus,"8,795",45,-0.51%,0,97,"1,100",0.00,182,N/A,N/A,https://finance.naver.com/item/main.nhn?code=244620
1266,넥센우,"2,680",25,+0.94%,500,96,"3,601",30.49,132,2.58,N/A,https://finance.naver.com/item/main.nhn?code=005725
1267,삼양사우,"26,000",350,-1.33%,"5,000",96,370,7.30,"1,950",8.19,N/A,https://finance.naver.com/item/main.nhn?code=145995
1268,QV 제약 TOP5 ETN,"4,800",25,-0.52%,0,96,"2,000",0.00,53,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550015
1269,HANARO 200선물인버스,"15,985",140,+0.88%,0,96,600,0.00,"1,237",N/A,N/A,https://finance.naver.com/item/main.nhn?code=306520
1270,KODEX S&P글로벌인프라(합성),"9,690",20,-0.21%,0,96,987,0.00,"1,015",N/A,N/A,https://finance.naver.com/item/main.nhn?code=269420
1271,KINDEX 밸류대형,"5,975",60,-0.99%,0,96,"1,600",0.00,12,N/A,N/A,https://finance.naver.com/item/main.nhn?code=143460
1272,대신 인버스 아연선물 ETN(H),"13,650",70,+0.52%,0,96,700,0.00,627,N/A,N/A,https://finance.naver.com/item/main.nhn?code=510004
1273,SK증권우,"2,440",5,+0.21%,500,95,"3,913",2.35,"9,565",36.97,N/A,https://finance.naver.com/item/main.nhn?code=001515
1274,KINDEX 인도네시아MSCI(합성),"6,815",50,-0.73%,0,95,"1,400",0.00,"2,085",N/A,N/A,https://finance.naver.com/item/main.nhn?code=256440
1275,계양전기우,"6,800",40,+0.59%,500,95,"1,400",2.89,"18,344","1,700.00",N/A,https://finance.naver.com/item/main.nhn?code=012205
1276,신한 코스피 월별 양매도 3% 콜 2206-1 ETN,"9,500",25,+0.26%,0,95,"1,000",0.00,125,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500048
1277,신한 코스피 콘도르 4/10% 콜 2204-01 ETN,"9,460",30,+0.32%,0,95,"1,000",0.00,135,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500043
1278,남선알미우,"30,700",250,-0.81%,500,95,308,0.95,"7,964",234.35,N/A,https://finance.naver.com/item/main.nhn?code=008355
1279,KOSEF 블루칩,"6,670",50,-0.74%,0,93,"1,400",0.01,426,N/A,N/A,https://finance.naver.com/item/main.nhn?code=104520
1280,KOSEF 200선물인버스2X,"6,940",110,+1.61%,0,93,"1,340",0.00,"65,959",N/A,N/A,https://finance.naver.com/item/main.nhn?code=253230
1281,TRUE 인버스 2X HSCEI ETN(H),"9,285",95,+1.03%,0,93,"1,000",0.00,217,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570032
1282,KTOP 코스피50,"18,160",120,-0.66%,0,93,510,0.00,71,N/A,N/A,https://finance.naver.com/item/main.nhn?code=168300
1283,덕성우,"6,650",50,-0.75%,500,93,"1,392",2.49,"51,506",604.55,N/A,https://finance.naver.com/item/main.nhn?code=004835
1284,TIGER 일본니케이225,"13,135",5,-0.04%,0,92,700,0.00,502,N/A,N/A,https://finance.naver.com/item/main.nhn?code=241180
1285,미래에셋 원유선물혼합 ETN(H),"9,150","1,545",+20.32%,0,92,"1,000",14.00,"1,354,685",N/A,N/A,https://finance.naver.com/item/main.nhn?code=520010
1286,TIGER 원유선물인버스(H),"20,260",235,+1.17%,0,91,450,0.00,"79,957",N/A,N/A,https://finance.naver.com/item/main.nhn?code=217770
1287,TIGER 일본엔선물,"11,300",80,+0.71%,0,90,800,0.00,284,N/A,N/A,https://finance.naver.com/item/main.nhn?code=292560
1288,TRUE 인버스 엔선물 ETN B,"9,030",0,0.00%,0,90,"1,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570036
1289,삼성 레버리지 은 선물 ETN(H),"9,020",180,-1.96%,0,90,"1,000",0.00,"67,782",N/A,N/A,https://finance.naver.com/item/main.nhn?code=530061
1290,대신 인버스 철광석 선물 ETN(H),"4,505",5,+0.11%,0,90,"2,000",0.00,"1,204",N/A,N/A,https://finance.naver.com/item/main.nhn?code=510009
1291,신한 인버스 달러인덱스 선물 ETN(H),"9,000",20,-0.22%,0,90,"1,000",0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500012
1292,QV 인버스 MSCI 선진국 ETN,"12,855",165,+1.30%,0,90,700,0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550053
1293,TIGER 미국달러선물레버리지,"11,235",170,+1.54%,0,90,800,0.00,985,N/A,N/A,https://finance.naver.com/item/main.nhn?code=261110
1294,KODEX 미국채10년선물,"12,805",75,+0.59%,0,90,700,0.00,"4,592",N/A,N/A,https://finance.naver.com/item/main.nhn?code=308620
1295,KODEX 미국S&P에너지(합성),"5,255",215,+4.27%,0,89,"1,694",0.00,"62,103",N/A,N/A,https://finance.naver.com/item/main.nhn?code=218420
1296,코리아써우,"3,000",10,+0.33%,500,89,"2,965",4.85,"1,425",120.00,N/A,https://finance.naver.com/item/main.nhn?code=007815
1297,태양금속우,"2,695",10,+0.37%,500,89,"3,300",3.84,"11,800",-4.87,N/A,https://finance.naver.com/item/main.nhn?code=004105
1298,ARIRANG 200선물레버리지,"17,690",335,-1.86%,0,88,500,0.00,"8,035",N/A,N/A,https://finance.naver.com/item/main.nhn?code=253150
1299,TRUE 인버스 나스닥 100 ETN,"8,840",130,+1.49%,0,88,"1,000",0.00,"1,155",N/A,N/A,https://finance.naver.com/item/main.nhn?code=570042
1300,KINDEX 스마트로우볼,"11,030",105,-0.94%,0,88,800,0.00,11,N/A,N/A,https://finance.naver.com/item/main.nhn?code=322130
1301,유유제약1우,"7,750",30,-0.39%,"1,000",88,"1,133",6.60,"6,545",12.58,N/A,https://finance.naver.com/item/main.nhn?code=000225
1302,KBSTAR 헬스케어채권혼합,"10,860",5,+0.05%,0,87,800,0.00,80,N/A,N/A,https://finance.naver.com/item/main.nhn?code=253290
1303,KBSTAR 5대그룹주,"4,825",25,-0.52%,0,87,"1,800",0.00,512,N/A,N/A,https://finance.naver.com/item/main.nhn?code=105780
1304,KBSTAR 미국장기국채선물레버리지(합성 H),"15,785",185,+1.19%,0,87,550,0.00,79,N/A,N/A,https://finance.naver.com/item/main.nhn?code=267490
1305,KBSTAR 차이나HSCEI(H),"10,835",25,+0.23%,0,87,800,0.00,9,N/A,N/A,https://finance.naver.com/item/main.nhn?code=250730
1306,TIGER 글로벌자원생산기업(합성 H),"8,665",70,+0.81%,0,87,"1,000",0.00,"5,843",N/A,N/A,https://finance.naver.com/item/main.nhn?code=276000
1307,KODEX KRX300레버리지,"7,855",90,-1.13%,0,86,"1,100",0.48,"8,274",N/A,N/A,https://finance.naver.com/item/main.nhn?code=306950
1308,KODEX MSCI밸류,"7,850",70,-0.88%,0,86,"1,100",0.00,48,N/A,N/A,https://finance.naver.com/item/main.nhn?code=275290
1309,KBSTAR IT플러스,"11,930",60,-0.50%,0,86,720,0.00,75,N/A,N/A,https://finance.naver.com/item/main.nhn?code=326240
1310,KODEX 미국러셀2000(H),"7,780",85,-1.08%,0,86,"1,100",0.00,"3,358",N/A,N/A,https://finance.naver.com/item/main.nhn?code=280930
1311,HANARO KAP초장기국고채,"50,320",45,-0.09%,0,86,170,0.00,235,N/A,N/A,https://finance.naver.com/item/main.nhn?code=346000
1312,SK네트웍스우,"75,100","1,400",-1.83%,"2,500",85,114,0.19,799,-141.70,N/A,https://finance.naver.com/item/main.nhn?code=001745
1313,TIGER 일본엔선물레버리지,"12,190",135,+1.12%,0,85,700,0.00,453,N/A,N/A,https://finance.naver.com/item/main.nhn?code=292570
1314,TRUE 코스피 커버드콜 ETN B,"8,515",35,-0.41%,0,85,"1,000",0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570020
1315,KODEX 턴어라운드투자,"8,515",5,+0.06%,0,85,"1,000",0.00,2,N/A,N/A,https://finance.naver.com/item/main.nhn?code=247800
1316,KODEX 게임산업,"9,430",60,-0.63%,0,85,900,0.00,247,N/A,N/A,https://finance.naver.com/item/main.nhn?code=300950
1317,금호산업우,"28,950",150,-0.52%,"5,000",85,292,0.00,"2,476",89.63,N/A,https://finance.naver.com/item/main.nhn?code=002995
1318,KODEX MSCI퀄리티,"9,350",120,-1.27%,0,84,900,0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=275300
1319,일양약품우,"18,900",100,+0.53%,"2,500",84,445,0.08,"2,264",36.99,N/A,https://finance.naver.com/item/main.nhn?code=007575
1320,TRUE 레버리지 HSCEI ETN(H),"8,360",160,-1.88%,0,84,"1,000",0.00,"7,980",N/A,N/A,https://finance.naver.com/item/main.nhn?code=570031
1321,TIGER 구리실물,"6,810",845,+14.17%,0,83,"1,225",0.41,"20,583",N/A,N/A,https://finance.naver.com/item/main.nhn?code=160580
1322,KOSEF 미국달러선물인버스,"9,720",120,-1.22%,0,83,850,0.00,204,N/A,N/A,https://finance.naver.com/item/main.nhn?code=139660
1323,ARIRANG 중형주저변동50,"7,485",20,+0.27%,0,82,"1,100",0.00,"5,090",N/A,N/A,https://finance.naver.com/item/main.nhn?code=266550
1324,삼성 모멘텀 탑픽 ETN,"4,110",5,+0.12%,0,82,"2,000",0.00,101,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530003
1325,KOSEF 고배당,"6,080",35,-0.57%,0,82,"1,350",0.00,786,N/A,N/A,https://finance.naver.com/item/main.nhn?code=104530
1326,KODEX 미국달러선물인버스,"9,390",40,-0.42%,0,82,870,0.00,"13,320",N/A,N/A,https://finance.naver.com/item/main.nhn?code=261270
1327,대신 니켈선물 ETN(H),"11,650",90,+0.78%,0,82,700,0.00,"4,583",N/A,N/A,https://finance.naver.com/item/main.nhn?code=510003
1328,TIGER KTOP30,"6,475",45,-0.69%,0,81,"1,250",0.00,923,N/A,N/A,https://finance.naver.com/item/main.nhn?code=228820
1329,동북아13호,"5,050",10,+0.20%,"5,000",80,"1,586",0.00,"4,817",16.83,6.00,https://finance.naver.com/item/main.nhn?code=083380
1330,TIGER 국채선물3년인버스,"49,720",0,0.00%,0,80,160,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=302170
1331,동북아12호,"5,010",0,0.00%,"5,000",79,"1,586",0.00,0,16.70,6.00,https://finance.naver.com/item/main.nhn?code=083370
1332,TIGER 유로스탁스레버리지(합성 H),"4,950",105,-2.08%,0,79,"1,600",0.00,"29,018",N/A,N/A,https://finance.naver.com/item/main.nhn?code=225050
1333,하나니켈2호,"2,410",410,+20.50%,0,79,"3,284",0.09,"14,065,056",N/A,N/A,https://finance.naver.com/item/main.nhn?code=099350
1334,마이티 코스피100,"19,755",0,0.00%,0,79,400,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=159800
1335,TIGER 골드선물(H),"13,140",30,+0.23%,0,79,600,0.00,"8,027",N/A,N/A,https://finance.naver.com/item/main.nhn?code=319640
1336,삼성 화장품 테마주 ETN,"3,925",20,+0.51%,0,78,"2,000",0.00,75,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530004
1337,KBSTAR KRX300레버리지,"7,825",160,-2.00%,0,78,"1,000",0.00,"1,712",N/A,N/A,https://finance.naver.com/item/main.nhn?code=307010
1338,KBSTAR 주식혼합,"31,250",175,-0.56%,0,78,250,0.00,"3,013",N/A,N/A,https://finance.naver.com/item/main.nhn?code=183710
1339,KINDEX 스마트모멘텀,"11,100",75,-0.67%,0,78,700,0.00,10,N/A,N/A,https://finance.naver.com/item/main.nhn?code=272220
1340,KOSEF 배당바이백Plus,"11,085",50,-0.45%,0,78,700,0.00,31,N/A,N/A,https://finance.naver.com/item/main.nhn?code=260200
1341,TRUE 코스피 타겟볼20 ETN,"7,750",0,0.00%,0,78,"1,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570024
1342,ARIRANG 주도업종,"7,030",10,-0.14%,0,77,"1,100",0.00,33,N/A,N/A,https://finance.naver.com/item/main.nhn?code=280920
1343,TIGER 중장기국채선물인버스,"48,210",0,0.00%,0,77,160,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=302200
1344,KODEX 보험,"5,140",5,+0.10%,0,77,"1,500",0.00,"3,784",N/A,N/A,https://finance.naver.com/item/main.nhn?code=140700
1345,KBSTAR 미국장기국채선물(H),"12,850",95,+0.74%,0,77,600,0.00,855,N/A,N/A,https://finance.naver.com/item/main.nhn?code=267440
1346,KODEX 일본TOPIX100,"12,795",25,+0.20%,0,77,600,0.00,"1,001",N/A,N/A,https://finance.naver.com/item/main.nhn?code=101280
1347,대신 2X 아연선물 ETN(H),"3,815",90,-2.30%,0,76,"2,000",0.00,"7,351",N/A,N/A,https://finance.naver.com/item/main.nhn?code=510005
1348,KOSEF 코스닥150선물인버스,"13,115",35,+0.27%,0,76,580,0.00,933,N/A,N/A,https://finance.naver.com/item/main.nhn?code=291620
1349,KINDEX 일본Nikkei225(H),"12,650",0,0.00%,0,76,600,0.00,68,N/A,N/A,https://finance.naver.com/item/main.nhn?code=238720
1350,TIGER 삼성그룹펀더멘털,"8,060",140,-1.71%,0,76,940,0.00,"1,183",N/A,N/A,https://finance.naver.com/item/main.nhn?code=138520
1351,KODEX 철강,"5,115",10,-0.20%,0,75,"1,470",0.00,146,N/A,N/A,https://finance.naver.com/item/main.nhn?code=117680
1352,TIGER 국채선물10년인버스,"46,990",0,0.00%,0,75,160,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=302180
1353,KOSEF KRX100,"4,170",40,-0.95%,0,75,"1,800",0.04,33,N/A,N/A,https://finance.naver.com/item/main.nhn?code=100910
1354,QV 레버리지 WTI원유 선물 ETN(H),"1,250",0,0.00%,0,75,"6,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550042
1355,KODEX 성장투자,"8,300",85,-1.01%,0,75,900,0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=247790
1356,TIGER 의료기기,"12,430",30,-0.24%,0,75,600,0.00,"1,314",N/A,N/A,https://finance.naver.com/item/main.nhn?code=307510
1357,신한 레버리지 구리 선물 ETN,"7,440",20,-0.27%,0,74,"1,000",0.00,"8,207",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500040
1358,HANARO e커머스,"9,895",10,+0.10%,0,74,750,0.00,"7,435",N/A,N/A,https://finance.naver.com/item/main.nhn?code=322400
1359,KOSEF 코스닥150선물레버리지,"3,145",45,-1.41%,0,74,"2,350",0.00,"5,198",N/A,N/A,https://finance.naver.com/item/main.nhn?code=291630
1360,대한제당우,"11,400",300,-2.56%,"2,500",74,648,0.68,992,7.44,N/A,https://finance.naver.com/item/main.nhn?code=001795
1361,한화투자증권우,"1,530",20,-1.29%,"5,000",73,"4,800",1.22,"2,632",3.03,N/A,https://finance.naver.com/item/main.nhn?code=003535
1362,대원전선우,"2,785",25,-0.89%,500,73,"2,621",2.89,"39,219",-232.08,N/A,https://finance.naver.com/item/main.nhn?code=006345
1363,SMART 중국본토 중소형 CSI500(합성 H),"4,040",10,-0.25%,0,73,"1,800",0.00,182,N/A,N/A,https://finance.naver.com/item/main.nhn?code=220130
